id,recency,log_history,mens,womens,newbie,urban,treatment,visit,true_tau
49,1.0,3.9552827272829907,0.0,0.0,1.0,0.0,mens_offer,0,0.0
50,2.0,4.655507110871127,1.0,1.0,1.0,0.0,mens_offer,0,0.26
51,7.0,3.6859941532207596,0.0,0.0,1.0,0.0,womens_offer,0,0.0
52,12.0,4.230463932344479,0.0,0.0,1.0,0.0,womens_offer,0,0.0
53,6.0,3.0437158979922025,0.0,0.0,0.0,1.0,womens_offer,0,0.0
54,10.0,5.184866538644653,1.0,0.0,1.0,0.0,control,1,0.0
55,12.0,4.997721526064454,1.0,1.0,0.0,1.0,control,1,0.0
56,10.0,4.2266579271991995,0.0,1.0,0.0,0.0,womens_offer,0,0.091
57,8.0,2.505581863336602,0.0,1.0,1.0,1.0,control,0,0.26
58,6.0,3.1045167834018175,0.0,0.0,0.0,0.0,control,0,0.0
59,7.0,4.886608354046384,0.0,1.0,1.0,1.0,womens_offer,1,0.0
60,4.0,5.545720750540914,1.0,0.0,1.0,0.0,control,1,0.0
61,6.0,4.280880901507842,1.0,0.0,1.0,0.0,mens_offer,0,0.0
62,5.0,5.128529929297325,0.0,0.0,1.0,0.0,mens_offer,0,0.0
63,3.0,3.4841740108824832,1.0,1.0,1.0,1.0,womens_offer,1,0.26
64,12.0,3.851038407732988,0.0,1.0,0.0,0.0,womens_offer,0,0.091
65,1.0,4.019164468756509,0.0,0.0,0.0,0.0,mens_offer,0,0.0
66,2.0,4.393224910895657,0.0,0.0,0.0,0.0,control,0,0.0
67,3.0,2.6940703213875876,0.0,1.0,0.0,0.0,mens_offer,0,0.091
68,12.0,4.854424506172055,1.0,0.0,0.0,1.0,control,1,0.0
69,9.0,5.1958469028759815,0.0,0.0,1.0,1.0,womens_offer,0,0.0
70,11.0,3.016357801606936,1.0,1.0,1.0,0.0,womens_offer,0,-0.04
71,3.0,2.84037312866071,1.0,0.0,0.0,0.0,control,0,0.0
72,9.0,4.328775460878031,1.0,1.0,0.0,0.0,mens_offer,0,-0.04
73,5.0,3.4435905777854146,0.0,0.0,1.0,0.0,mens_offer,0,0.0
74,6.0,2.010095762871268,0.0,1.0,0.0,1.0,control,0,0.091
75,1.0,4.7365328354267815,1.0,1.0,0.0,1.0,control,1,0.091
76,8.0,4.155831839758446,1.0,1.0,1.0,0.0,womens_offer,1,0.26
77,10.0,3.5987566103654616,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
78,8.0,5.90482983207623,0.0,1.0,0.0,0.0,womens_offer,0,0.0
79,2.0,4.141047862663598,0.0,0.0,1.0,1.0,control,0,0.0
80,7.0,3.3573609158859044,1.0,0.0,0.0,0.0,mens_offer,0,0.0
81,4.0,4.107620249539695,1.0,1.0,0.0,0.0,mens_offer,1,0.091
82,12.0,3.109583294604331,0.0,0.0,0.0,0.0,womens_offer,0,0.0
83,11.0,3.3501722364413724,1.0,1.0,1.0,0.0,mens_offer,0,-0.04
84,3.0,4.3605797534055,0.0,1.0,0.0,0.0,control,1,0.091
85,7.0,3.53093624566083,1.0,1.0,0.0,0.0,womens_offer,0,0.091
86,12.0,3.621237175979602,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
87,11.0,5.506120481234554,1.0,0.0,0.0,0.0,mens_offer,1,0.0
88,9.0,4.78209760691917,0.0,1.0,1.0,1.0,mens_offer,1,0.0
89,8.0,4.731396466297018,1.0,0.0,0.0,1.0,mens_offer,1,0.0
90,1.0,4.4872503485177395,1.0,1.0,0.0,0.0,mens_offer,1,0.091
91,9.0,4.447557599108315,1.0,1.0,1.0,0.0,womens_offer,1,-0.04
92,6.0,5.315851610865205,1.0,1.0,0.0,1.0,mens_offer,0,0.0
93,2.0,4.000877691362337,0.0,1.0,1.0,0.0,mens_offer,0,0.26
94,3.0,5.673404775548898,1.0,1.0,1.0,0.0,control,0,0.0
95,7.0,3.1859559550564525,1.0,0.0,1.0,0.0,mens_offer,0,0.0
96,9.0,3.7932459598348847,1.0,1.0,0.0,0.0,control,0,-0.04
97,7.0,2.820676681107677,1.0,0.0,1.0,0.0,womens_offer,0,0.0
98,8.0,3.715254861263782,0.0,1.0,1.0,1.0,womens_offer,0,0.26
99,11.0,4.4780190464409495,1.0,0.0,1.0,0.0,mens_offer,0,-0.04
100,9.0,5.311071062184441,1.0,1.0,1.0,0.0,womens_offer,1,0.0
101,5.0,3.435736772205974,0.0,1.0,1.0,1.0,womens_offer,0,0.26
102,8.0,4.022838288488507,0.0,1.0,0.0,1.0,womens_offer,1,0.091
103,8.0,3.701701821704834,0.0,0.0,1.0,0.0,mens_offer,0,0.0
104,2.0,3.370246164822479,0.0,0.0,1.0,0.0,womens_offer,0,0.0
105,1.0,2.9816010930455334,1.0,1.0,1.0,0.0,womens_offer,0,0.26
106,8.0,4.071788885571324,0.0,0.0,0.0,1.0,mens_offer,0,0.0
107,5.0,2.524619604908377,0.0,1.0,0.0,0.0,mens_offer,0,0.091
108,8.0,4.115934018345408,1.0,0.0,0.0,1.0,mens_offer,1,0.0
109,4.0,4.036670629815435,0.0,0.0,0.0,0.0,womens_offer,1,0.0
110,3.0,3.4405950427359695,0.0,0.0,1.0,0.0,womens_offer,0,0.0
111,2.0,3.134675767762052,1.0,1.0,1.0,0.0,womens_offer,0,0.26
112,5.0,2.8158437510118777,0.0,0.0,1.0,1.0,control,0,0.0
113,10.0,5.687589072055287,1.0,1.0,1.0,0.0,control,0,0.0
114,5.0,2.8517052928446356,1.0,1.0,1.0,0.0,womens_offer,0,0.26
115,5.0,5.406429856388356,1.0,0.0,1.0,1.0,control,0,0.0
116,7.0,4.550763565859098,0.0,1.0,0.0,0.0,womens_offer,0,0.091
117,12.0,3.6974793948088287,0.0,1.0,0.0,1.0,mens_offer,0,0.091
118,5.0,3.0092193051174374,1.0,1.0,1.0,0.0,womens_offer,0,0.26
119,8.0,4.945385756893414,1.0,0.0,1.0,1.0,womens_offer,0,0.0
120,6.0,5.560540192517219,1.0,0.0,1.0,0.0,control,0,0.0
121,8.0,3.2009537937066495,1.0,0.0,0.0,0.0,mens_offer,0,0.0
122,6.0,3.7548123990354836,1.0,1.0,1.0,0.0,control,0,0.26
123,8.0,4.953544760657148,0.0,0.0,0.0,1.0,womens_offer,1,0.0
124,7.0,4.315652868050613,1.0,1.0,1.0,0.0,womens_offer,0,0.26
125,9.0,5.802987947538746,0.0,1.0,0.0,1.0,control,1,0.0
126,12.0,3.5170077462132765,0.0,0.0,0.0,0.0,womens_offer,0,0.0
127,2.0,4.499241770856217,1.0,1.0,0.0,1.0,mens_offer,0,0.091
128,7.0,2.929091624861474,0.0,0.0,0.0,1.0,womens_offer,0,0.0
129,6.0,5.8890759344527845,1.0,0.0,0.0,0.0,control,1,0.0
130,5.0,3.377424732854564,1.0,1.0,0.0,1.0,mens_offer,1,0.091
131,3.0,2.1382369629913316,0.0,1.0,0.0,0.0,womens_offer,1,0.091
132,1.0,3.9071154926995626,1.0,1.0,0.0,0.0,womens_offer,0,0.091
133,5.0,3.895064257488886,0.0,0.0,1.0,0.0,control,0,0.0
134,10.0,5.727275609000576,1.0,0.0,1.0,0.0,mens_offer,1,0.0
135,2.0,3.719604584090611,0.0,0.0,0.0,0.0,mens_offer,0,0.0
136,5.0,4.006976377688216,1.0,0.0,1.0,1.0,womens_offer,0,0.0
137,12.0,4.544774376117436,1.0,0.0,1.0,1.0,control,1,-0.04
138,12.0,5.432027428075487,1.0,0.0,1.0,0.0,mens_offer,0,0.0
139,3.0,3.9622959390652155,0.0,0.0,0.0,1.0,womens_offer,0,0.0
140,1.0,4.942691053582524,0.0,1.0,1.0,0.0,control,1,0.0
141,9.0,4.47770064390053,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
142,1.0,3.7570184724940434,1.0,0.0,1.0,1.0,control,0,0.0
143,4.0,4.086735582148459,0.0,0.0,0.0,0.0,womens_offer,0,0.0
144,6.0,4.043498090901285,0.0,0.0,0.0,0.0,control,0,0.0
145,11.0,3.2164989802709436,1.0,1.0,1.0,1.0,mens_offer,0,-0.04
146,2.0,5.098437677660546,1.0,0.0,1.0,0.0,mens_offer,1,0.0
147,8.0,2.8147328445035473,0.0,0.0,1.0,0.0,mens_offer,0,0.0
148,7.0,5.060415157771072,1.0,0.0,0.0,1.0,mens_offer,1,0.0
149,2.0,4.866705868107432,0.0,0.0,0.0,0.0,womens_offer,0,0.0
150,11.0,3.935975473610197,1.0,1.0,1.0,1.0,mens_offer,0,-0.04
151,11.0,3.3469266090396093,0.0,1.0,0.0,0.0,womens_offer,0,0.091
152,6.0,3.818424560250364,0.0,1.0,0.0,1.0,control,0,0.091
153,12.0,4.437394398237225,0.0,1.0,0.0,0.0,mens_offer,1,0.091
154,8.0,4.678092807357996,0.0,0.0,1.0,0.0,mens_offer,0,0.0
155,11.0,4.272275289716757,1.0,1.0,0.0,1.0,control,0,-0.04
156,12.0,4.900394192986102,0.0,0.0,0.0,1.0,mens_offer,0,0.0
157,7.0,3.5281089145034317,0.0,0.0,0.0,1.0,control,0,0.0
158,4.0,4.225839640942515,1.0,1.0,1.0,0.0,womens_offer,0,0.26
159,2.0,2.660933608564375,0.0,1.0,0.0,1.0,mens_offer,0,0.091
160,7.0,4.696433678004174,1.0,1.0,0.0,1.0,control,0,0.091
161,3.0,4.153689637226793,1.0,0.0,0.0,0.0,mens_offer,0,0.0
162,10.0,3.652257925621443,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
163,12.0,5.051806495724324,0.0,1.0,1.0,1.0,womens_offer,0,0.0
164,3.0,4.632154977090771,0.0,1.0,0.0,1.0,mens_offer,1,0.091
165,7.0,1.6730893667356366,0.0,1.0,0.0,0.0,control,0,0.091
166,1.0,4.053410486283347,1.0,1.0,0.0,0.0,control,0,0.091
167,3.0,2.7561242539201,0.0,0.0,0.0,0.0,womens_offer,0,0.0
168,5.0,4.966982381213813,0.0,0.0,1.0,0.0,control,0,0.0
169,11.0,6.242114972008521,0.0,1.0,1.0,0.0,womens_offer,1,0.0
170,12.0,3.562109210287662,0.0,1.0,1.0,1.0,mens_offer,0,0.26
171,8.0,4.084102851079243,1.0,1.0,0.0,1.0,control,0,0.091
172,8.0,3.796768641111586,0.0,0.0,1.0,0.0,control,0,0.0
173,7.0,4.329000157161767,0.0,1.0,0.0,1.0,womens_offer,0,0.091
174,1.0,4.5902958303427255,0.0,0.0,0.0,1.0,womens_offer,0,0.0
175,5.0,5.1642085371611754,0.0,1.0,0.0,0.0,control,0,0.0
176,12.0,3.154899392477869,0.0,1.0,0.0,0.0,womens_offer,0,0.091
177,5.0,5.418913141838935,0.0,1.0,0.0,0.0,control,0,0.0
178,3.0,3.2031213765539572,1.0,0.0,0.0,0.0,control,0,0.0
179,3.0,4.26355201087908,0.0,0.0,0.0,0.0,womens_offer,0,0.0
180,9.0,5.049154394084419,1.0,0.0,0.0,1.0,womens_offer,0,0.0
181,1.0,4.651472269500648,0.0,0.0,0.0,0.0,womens_offer,0,0.0
182,12.0,3.197025424372013,0.0,1.0,1.0,0.0,control,0,0.26
183,11.0,3.4021378812834673,0.0,1.0,1.0,0.0,womens_offer,0,0.26
184,7.0,3.6112908055776205,1.0,0.0,0.0,0.0,mens_offer,0,0.0
185,6.0,3.972944892054106,0.0,1.0,1.0,0.0,mens_offer,0,0.26
186,10.0,5.038760796990978,0.0,0.0,1.0,0.0,mens_offer,1,0.0
187,7.0,2.8942976637312223,1.0,1.0,1.0,1.0,control,0,0.26
188,6.0,4.431993377982381,0.0,0.0,0.0,0.0,control,0,0.0
189,4.0,4.559497672259256,0.0,0.0,1.0,1.0,mens_offer,0,0.0
190,6.0,4.513480601409022,0.0,1.0,0.0,1.0,mens_offer,0,0.091
191,10.0,4.431641954573548,1.0,1.0,0.0,0.0,mens_offer,0,-0.04
192,1.0,5.371145949435162,0.0,1.0,0.0,0.0,mens_offer,0,0.0
193,1.0,4.4507657609387365,1.0,1.0,0.0,0.0,mens_offer,0,0.091
194,9.0,4.779697327156283,0.0,0.0,1.0,1.0,mens_offer,0,0.0
195,5.0,4.518160863149154,1.0,0.0,0.0,1.0,mens_offer,1,0.0
196,10.0,5.617442092671493,1.0,1.0,0.0,0.0,womens_offer,1,0.0
197,1.0,2.386620422597124,1.0,0.0,0.0,1.0,control,0,0.0
198,11.0,5.159657941697049,1.0,0.0,0.0,0.0,mens_offer,0,0.0
199,2.0,3.7879739834428827,0.0,0.0,0.0,0.0,control,0,0.0
200,5.0,3.7706611477349568,0.0,0.0,1.0,0.0,womens_offer,0,0.0
201,12.0,3.170366137432602,1.0,1.0,1.0,1.0,control,0,-0.04
202,2.0,2.412077077482683,0.0,1.0,1.0,1.0,mens_offer,0,0.26
203,8.0,3.681794765504081,1.0,1.0,1.0,1.0,control,0,0.26
204,9.0,3.414869440603112,1.0,1.0,1.0,0.0,womens_offer,0,-0.04
205,6.0,4.45642816620691,1.0,1.0,1.0,0.0,control,0,0.26
206,1.0,2.7416025801954977,0.0,1.0,1.0,0.0,mens_offer,0,0.26
207,7.0,5.293488726906599,0.0,0.0,1.0,1.0,control,1,0.0
208,6.0,4.2589780761599725,1.0,0.0,1.0,0.0,mens_offer,0,0.0
209,11.0,3.799523282020886,1.0,1.0,0.0,1.0,mens_offer,0,-0.04
210,9.0,3.3956136375098755,1.0,1.0,0.0,0.0,mens_offer,0,-0.04
211,5.0,3.328036017096714,1.0,1.0,0.0,0.0,womens_offer,0,0.091
212,1.0,3.0323254862124274,1.0,1.0,0.0,0.0,womens_offer,0,0.091
213,8.0,3.5395318745578104,1.0,1.0,0.0,0.0,control,0,0.091
214,4.0,4.023497621103928,1.0,0.0,0.0,1.0,womens_offer,1,0.0
215,9.0,3.861630921985648,0.0,1.0,1.0,1.0,control,0,0.26
216,11.0,2.790327934601915,1.0,0.0,0.0,0.0,control,0,-0.04
217,5.0,3.783754229231749,0.0,0.0,1.0,0.0,control,0,0.0
218,11.0,3.2362403514987834,1.0,0.0,1.0,1.0,mens_offer,0,-0.04
219,7.0,4.159630464828469,0.0,1.0,1.0,1.0,control,0,0.26
220,7.0,5.6816006075286545,1.0,0.0,0.0,1.0,control,1,0.0
221,10.0,4.572902071746749,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
222,10.0,3.7421798546016882,0.0,0.0,1.0,0.0,womens_offer,0,0.0
223,11.0,2.613691265169733,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
224,12.0,2.7901282101400726,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
225,2.0,2.5622195365502574,0.0,0.0,1.0,0.0,control,0,0.0
226,5.0,4.662855916720941,1.0,1.0,0.0,1.0,control,0,0.091
227,12.0,3.3472522313239095,1.0,0.0,1.0,0.0,womens_offer,0,-0.04
228,4.0,4.073504345588357,0.0,1.0,0.0,0.0,womens_offer,0,0.091
229,1.0,3.4717427637860796,1.0,1.0,0.0,0.0,womens_offer,0,0.091
230,7.0,4.0988085172186945,0.0,0.0,1.0,0.0,control,0,0.0
231,10.0,5.266683477984166,0.0,1.0,0.0,0.0,mens_offer,1,0.0
232,9.0,3.416912686112019,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
233,10.0,3.7177291024809764,0.0,0.0,0.0,0.0,womens_offer,0,0.0
234,8.0,3.3114356853708364,1.0,0.0,0.0,0.0,control,0,0.0
235,2.0,4.795419310189578,0.0,1.0,0.0,0.0,womens_offer,1,0.0
236,11.0,3.1219273618122823,1.0,1.0,1.0,0.0,control,0,-0.04
237,6.0,3.029844811119231,0.0,0.0,1.0,0.0,control,0,0.0
238,11.0,2.8130046588900366,1.0,0.0,0.0,0.0,mens_offer,0,-0.04
239,10.0,2.7954093418749455,1.0,0.0,0.0,1.0,womens_offer,0,-0.04
240,12.0,4.435722141788789,0.0,0.0,1.0,1.0,womens_offer,0,0.0
241,1.0,6.314024890055268,1.0,1.0,0.0,1.0,mens_offer,0,0.0
242,11.0,3.148046256988579,1.0,1.0,1.0,1.0,womens_offer,0,-0.04
243,8.0,4.864139648431695,0.0,1.0,1.0,0.0,control,0,0.0
244,6.0,4.240501398813998,1.0,1.0,1.0,0.0,control,0,0.26
245,10.0,3.0563806205899047,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
246,12.0,3.774193582560931,0.0,1.0,0.0,1.0,mens_offer,1,0.091
247,7.0,3.812710810180664,0.0,0.0,1.0,0.0,mens_offer,0,0.0
248,2.0,3.4119027353895213,0.0,0.0,0.0,0.0,control,0,0.0
249,9.0,5.740763671085359,1.0,1.0,0.0,0.0,control,1,0.0
250,3.0,2.3814601353387648,1.0,1.0,1.0,0.0,womens_offer,1,0.26
251,3.0,4.355847400440715,0.0,0.0,0.0,1.0,womens_offer,0,0.0
252,3.0,4.311871173963874,1.0,0.0,1.0,0.0,mens_offer,0,0.0
253,3.0,3.50873730053187,0.0,0.0,0.0,1.0,womens_offer,0,0.0
254,11.0,4.150435599859605,1.0,0.0,0.0,0.0,mens_offer,0,-0.04
255,5.0,4.7981238532660795,1.0,1.0,1.0,1.0,mens_offer,0,0.0
256,2.0,4.15329886908529,0.0,0.0,1.0,1.0,control,0,0.0
257,3.0,4.388094993357587,1.0,0.0,0.0,0.0,mens_offer,0,0.0
258,5.0,4.633390050607918,1.0,1.0,1.0,1.0,womens_offer,0,0.26
259,5.0,2.2791484303722545,1.0,0.0,0.0,0.0,mens_offer,1,0.0
260,4.0,5.335370084185043,0.0,0.0,0.0,1.0,control,1,0.0
261,12.0,6.052827545978375,0.0,1.0,0.0,0.0,control,1,0.0
262,11.0,4.890263403438288,1.0,1.0,0.0,0.0,womens_offer,1,0.0
263,7.0,4.919626813778024,0.0,1.0,1.0,0.0,mens_offer,0,0.0
264,12.0,2.795600771057396,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
265,5.0,3.913585317143654,0.0,0.0,0.0,1.0,womens_offer,0,0.0
266,2.0,3.306493293201974,0.0,1.0,0.0,0.0,womens_offer,1,0.091
267,4.0,3.502121883683585,1.0,0.0,0.0,1.0,womens_offer,1,0.0
268,2.0,4.877974755819051,0.0,1.0,0.0,1.0,womens_offer,1,0.0
269,12.0,3.313554578379564,0.0,0.0,0.0,1.0,control,0,0.0
270,3.0,3.9032905536050655,0.0,1.0,0.0,0.0,womens_offer,0,0.091
271,6.0,2.3794508251291564,1.0,0.0,0.0,0.0,womens_offer,0,0.0
272,3.0,3.8783138194396116,1.0,0.0,0.0,1.0,control,0,0.0
273,12.0,4.097764340539418,0.0,1.0,0.0,0.0,womens_offer,1,0.091
274,2.0,3.3996439732223633,0.0,1.0,0.0,0.0,mens_offer,0,0.091
275,7.0,3.3865136341518984,0.0,1.0,0.0,1.0,mens_offer,0,0.091
276,12.0,5.701128387027478,1.0,0.0,1.0,0.0,control,1,0.0
277,7.0,2.9642103337045156,0.0,1.0,1.0,0.0,womens_offer,0,0.26
278,11.0,3.1005157962558294,1.0,1.0,0.0,1.0,control,0,-0.04
279,11.0,3.309123388765668,1.0,0.0,0.0,1.0,control,0,-0.04
280,10.0,5.085144339193611,0.0,0.0,0.0,1.0,mens_offer,0,0.0
281,9.0,5.894147527236958,1.0,0.0,0.0,1.0,mens_offer,0,0.0
282,7.0,4.312449549756236,0.0,1.0,1.0,0.0,mens_offer,0,0.26
283,7.0,3.3887474231435695,1.0,0.0,0.0,1.0,control,0,0.0
284,10.0,3.6416008405467117,0.0,1.0,1.0,0.0,control,0,0.26
285,6.0,4.965331169460199,1.0,0.0,0.0,0.0,control,0,0.0
286,12.0,3.2207815759657574,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
287,11.0,5.3125932802370315,1.0,0.0,0.0,1.0,mens_offer,1,0.0
288,5.0,5.280025675782369,1.0,1.0,0.0,0.0,control,0,0.0
289,5.0,4.080235197750963,0.0,0.0,0.0,0.0,mens_offer,0,0.0
290,9.0,4.591704257032334,0.0,1.0,1.0,1.0,mens_offer,0,0.26
291,12.0,4.684055776724018,1.0,1.0,1.0,0.0,mens_offer,0,-0.04
292,2.0,5.403300964142464,1.0,1.0,1.0,1.0,control,1,0.0
293,1.0,3.0997983982941286,1.0,0.0,1.0,0.0,mens_offer,0,0.0
294,3.0,5.069390278974836,1.0,0.0,1.0,1.0,mens_offer,1,0.0
295,6.0,3.6876442972672145,0.0,1.0,0.0,1.0,control,1,0.091
296,2.0,3.3449150854735525,0.0,0.0,1.0,0.0,mens_offer,0,0.0
297,7.0,4.1089663139784065,0.0,0.0,0.0,0.0,control,0,0.0
298,7.0,3.8290597539459803,1.0,1.0,1.0,0.0,mens_offer,0,0.26
299,12.0,3.1548376626488914,1.0,1.0,0.0,1.0,womens_offer,0,-0.04
300,9.0,2.636692712281139,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
301,4.0,3.193987177876474,1.0,0.0,1.0,0.0,control,0,0.0
302,10.0,5.31206543423557,0.0,1.0,1.0,0.0,womens_offer,0,0.0
303,10.0,5.769438943537321,0.0,0.0,0.0,0.0,control,1,0.0
304,9.0,4.595255785881501,0.0,0.0,0.0,0.0,control,1,0.0
305,9.0,5.073612359628947,0.0,1.0,1.0,1.0,control,1,0.0
306,4.0,3.5635962995318455,0.0,1.0,0.0,0.0,womens_offer,0,0.091
307,9.0,3.950005865241118,0.0,1.0,0.0,0.0,control,0,0.091
308,2.0,4.268588734239276,0.0,1.0,0.0,0.0,mens_offer,1,0.091
309,8.0,3.074169984923639,1.0,1.0,1.0,1.0,mens_offer,0,0.26
310,12.0,3.152725770981777,1.0,0.0,0.0,0.0,control,0,-0.04
311,12.0,4.104102129641416,1.0,1.0,0.0,0.0,womens_offer,0,-0.04
312,4.0,3.735867999849387,1.0,1.0,0.0,0.0,womens_offer,0,0.091
313,4.0,3.089397321223685,0.0,0.0,1.0,0.0,womens_offer,0,0.0
314,8.0,4.360730201758402,1.0,1.0,0.0,0.0,control,0,0.091
315,5.0,3.785996174041751,1.0,0.0,1.0,0.0,control,0,0.0
316,9.0,4.926496841614453,1.0,0.0,0.0,0.0,womens_offer,0,0.0
317,3.0,4.013570998140883,1.0,1.0,0.0,1.0,womens_offer,1,0.091
318,3.0,3.753440180490015,1.0,0.0,0.0,0.0,control,0,0.0
319,1.0,4.131101483616598,0.0,0.0,1.0,1.0,mens_offer,0,0.0
320,6.0,3.866371313962616,0.0,0.0,1.0,0.0,womens_offer,1,0.0
321,3.0,3.4316271445708417,0.0,0.0,0.0,0.0,womens_offer,0,0.0
322,4.0,3.66419826166086,1.0,0.0,0.0,0.0,control,0,0.0
323,11.0,4.683764280838268,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
324,10.0,4.592048802465088,1.0,0.0,0.0,0.0,womens_offer,0,-0.04
325,11.0,5.163343996376211,0.0,0.0,0.0,1.0,control,1,0.0
326,8.0,2.5570124223061854,0.0,0.0,0.0,0.0,control,0,0.0
327,2.0,3.6719734644546946,1.0,0.0,1.0,1.0,control,0,0.0
328,9.0,3.6531335727371945,1.0,0.0,0.0,0.0,control,0,-0.04
329,8.0,4.170165553553249,0.0,0.0,0.0,1.0,control,0,0.0
330,11.0,3.6202008098951777,0.0,0.0,0.0,1.0,mens_offer,0,0.0
331,6.0,3.566788324974331,0.0,1.0,0.0,1.0,control,0,0.091
332,3.0,4.7136895337574565,1.0,1.0,1.0,1.0,mens_offer,0,0.26
333,8.0,4.175761493078495,1.0,1.0,0.0,0.0,mens_offer,0,0.091
334,6.0,3.001274810891463,0.0,1.0,1.0,0.0,mens_offer,0,0.26
335,8.0,5.206551304162996,1.0,1.0,0.0,0.0,mens_offer,0,0.0
336,5.0,4.90451747742186,0.0,0.0,0.0,1.0,control,0,0.0
337,4.0,3.5136761780776955,0.0,1.0,0.0,1.0,control,0,0.091
338,2.0,4.756782720149486,0.0,1.0,0.0,0.0,control,0,0.091
